ts,pressure,flow,grams,t1_in,t1_out,t_final,pot,pulses_batch,pulses_total,encoder,limit_top,limit_bottom,btn1,btn2,btn3,led1,led2,led3,pid1,pid2,pid3,emergency
55807,4.20130507585049,0.7557217563877642,25.737751032176558,93.02245555644501,89.5471808342755,87.61107520002633,17.976062270977593,6,132905,75,1,0,0,1,1,0,0,1,92.81447695876531,-13.266248453188073,24.020996908861566,0
55818,3.9192524883335724,0.8316320976949645,25.834065668307144,92.7836390086535,89.45902900295664,87.3216412793723,18.003471259485657,38,132943,77,1,0,0,1,1,0,0,1,93.35712655913802,-12.23013717923034,20.143457059144676,0
55828,4.166334091952418,0.7736877915203079,25.921012375683475,93.20791087920213,89.70488674940022,87.86550988265496,18.03103369918433,45,132988,75,1,0,0,0,1,0,0,1,91.5057235248951,-20.006298076400686,20.37231469863021,0
55839,4.118909991965056,0.8020822214901687,25.84162981362013,92.9581311438827,89.45150901802381,87.58725781050492,18.05932071200117,3,132991,73,1,0,0,1,1,0,0,1,102.37934769569384,-20.460079125966335,20.575018842042407,0
55850,3.7859258560736913,0.7495795794464774,25.74830030744518,92.69326784329765,89.78793221867558,87.86480850587706,18.087544282359097,36,133027,71,1,0,0,0,1,0,0,1,103.68394694290188,-11.96518901643637,20.86196626420744,0
55860,4.144623960500597,0.7348254805735117,25.806605613055268,92.92328261118473,89.81409603959139,87.74565878676657,18.115676448347877,40,133067,71,1,0,0,1,1,0,0,1,103.60256208189696,-12.828734644918905,19.943766508525762,0
55871,4.028415805996221,0.7200319305666893,25.717381435094037,92.87277968519913,90.24707548682395,88.01277193497621,18.144499785325994,12,133079,73,1,0,0,0,1,0,0,1,104.27348739700271,-19.854905091081967,20.041830558107165,0
55882,4.05471574972063,0.7870797532238736,25.860582041762495,92.85847356952206,89.34259469887326,87.26366658994213,18.173118693218765,42,133121,71,1,0,0,0,1,0,0,1,87.60494644565637,-19.707017985890023,20.992703601802894,0
55892,3.873219478386012,0.7523299616327372,25.720071478800005,93.19652100241393,89.59780273973695,87.40528996964194,18.201362923744806,37,133158,73,1,0,0,0,1,0,0,1,93.47294574474437,-16.74887294379896,21.767259946900573,0
55903,4.072042435214232,0.7488455850701455,25.762030093524654,92.85377091477602,89.62296742404983,87.6581533067392,18.229658713031384,43,133201,71,1,0,0,0,1,0,0,1,94.0912363101539,-19.665483338523966,24.32161300248335,0
55914,4.031821530777361,0.7606369672663078,25.643385810339108,93.03915602514269,90.01543851420931,87.17745512031294,18.25887068961882,21,133222,71,1,0,0,1,1,0,0,1,103.27460210595831,-19.790616133750497,20.98535362811295,0
55924,4.002153259269873,0.8511233810650393,25.614084973694,92.74437716825034,89.64150036098543,87.77078792357435,18.288245014944106,11,133233,73,1,0,0,1,1,0,0,1,99.15505211768237,-17.633894672183896,22.557564782715833,0
55935,3.9004822271981916,0.7480566353003854,25.82757948079704,92.65950969406317,89.50166848848347,87.84728951281944,18.31721773772573,25,133258,73,1,0,0,0,1,0,0,1,91.98697279125116,-19.419232076130974,19.64894385177646,0
55945,3.946946450541774,0.8797601713509966,25.61094296619923,92.68951328363718,89.84891866593449,87.50222306463239,18.345738898029566,15,133273,72,1,0,0,0,1,0,0,1,92.2762975431938,-16.28966979331145,20.188909203775832,0
55956,3.7219012914715854,0.8562955230736955,25.748853519233688,92.93612129851863,89.54051055401187,87.6931558124133,18.376217420534463,20,133293,70,1,0,0,1,1,0,0,1,100.41818040729027,-15.30784977260547,22.64438051951108,0
55967,4.035490476350151,0.7483930069883004,25.834666456173363,92.85909482486215,89.42391916320673,87.18564365999768,18.405803645111295,2,133295,68,1,0,0,1,1,0,0,1,87.01529413267927,-14.215475482610675,23.523658486158503,0
55978,3.5812572817679302,0.8440806467404686,25.728984212851227,93.00237807402651,89.62595290191408,87.8262819794188,18.434855092006764,41,133336,66,1,0,0,1,1,0,0,1,95.61356700382954,-19.630781030302234,20.14086807270159,0
55988,3.661544665281149,0.6905869779739637,25.79602852232893,93.14927475593751,89.59585871129896,87.42957711758751,18.4650247523211,21,133357,67,1,0,0,0,1,0,0,1,93.83499502945375,-11.2854188109501,24.423503421047123,0
55999,3.9781757978501964,0.817465440739014,25.79764778984054,93.01157118539747,90.0214693204082,87.66978435786604,18.494655487607734,45,133402,68,1,0,0,0,1,0,0,1,86.9424197454188,-12.454211663339024,24.952307331932875,0
56010,3.666135722735862,0.7846803416371781,25.64044322548203,92.74164232502979,90.18245259703814,87.62733941426387,18.524713333925895,8,133410,67,1,0,0,1,1,0,0,1,100.4119273454818,-12.694228790007653,20.547128902888986,0
56020,3.5735360117525095,0.7763265248543826,25.651561458615383,93.16198619240346,90.14700297053437,87.73889078348444,18.55470743013534,24,133434,67,1,0,0,1,1,0,0,1,92.53405953237328,-17.037203618919786,19.0834992357312,0
56031,3.4788751093331864,0.8360061009817277,25.681573517093227,93.1641084790787,90.00228644655905,87.34428225633137,18.584969079342358,23,133457,67,1,0,0,1,1,0,0,1,85.45979049122118,-14.117509714459219,20.529337614468023,0
56042,3.9643518976528296,0.6884551245085625,25.960572291930106,92.71146462103884,89.48425113956223,87.37338902804319,18.61590092447097,39,133496,67,1,0,0,0,1,0,0,1,96.60965216691562,-17.192521471145508,21.266320303715222,0
56052,3.921954198748339,0.8157609723362049,25.84057376068698,93.31526850606862,89.62315201459907,87.69133664314386,18.646241401750192,37,133533,68,1,0,0,0,1,0,0,1,98.69378820088357,-17.96287242459823,21.361077970272003,0
56063,3.8080558959991753,0.7400513382761059,25.86522790015108,93.4017754621996,89.40700470830853,87.18002769138413,18.676077371037213,17,133550,67,1,0,0,0,1,0,0,1,99.40341734084782,-17.436972180180856,19.709875502099827,0
56074,3.6107219010858573,0.7694865895762061,25.907531239100702,93.0524793380995,89.2954279014055,87.83336115285991,18.708010766782365,17,133567,66,1,0,0,0,1,0,0,1,91.31207758547558,-14.430765307686134,20.619890200576858,0
56085,3.694479668051919,0.8521951662250035,25.718068685583763,92.69881882655908,90.22826922258467,87.05874392506003,18.73927219587522,15,133582,66,1,0,0,1,1,0,0,1,87.27650729701477,-11.836765181552261,20.77196795418379,0
56095,3.5981257955742483,0.7148344704247366,25.82940697189415,93.11228532142395,90.07326375174799,87.85983473032933,18.769622318393093,10,133592,66,1,0,0,0,1,0,0,1,95.54792310158341,-20.329158470553594,23.469819607537765,0
56105,3.7774021398773794,0.8000830891912682,25.662616300905707,93.0855241333325,89.41683571403962,87.38152770105798,18.800227621914065,42,133634,64,1,0,0,0,1,0,0,1,83.45227082469708,-13.708361379862097,21.84456702148191,0
56116,3.815200845612593,0.7359766706550898,25.822245443222386,93.33169974885669,90.02970021051082,87.35051057199436,18.831481982313004,26,133660,64,1,0,0,1,1,0,0,1,95.44350093860372,-16.917332241049742,21.497872782644237,0
56127,3.824665193054394,0.6844600860606067,25.841467153691312,92.7493239189626,89.49026921537191,87.3792676508017,18.863257233305703,42,133702,64,1,0,0,1,1,0,0,1,87.0634306330501,-13.512910347733097,20.534030414906862,0
56137,3.592523028122446,0.8063303303342083,25.775044663220015,93.13229839379851,89.75577518003084,88.0032387768433,18.893923251068934,0,133702,64,1,0,0,1,1,0,0,1,84.84122131915419,-13.128666352499655,24.008740210291812,0
56148,3.5166043644481393,0.8250609400761968,25.909029068819805,92.5828809295262,89.6415615400903,87.66626208039284,18.925104569679448,2,133704,65,1,0,0,1,1,0,0,1,89.56191766368568,-17.986871214602893,20.95796687657219,0
56159,3.954115636121255,0.8358251564601352,25.669011415964185,92.80249940384233,89.30316604482228,87.21381903137701,18.957595872107714,26,133730,63,1,0,0,1,1,0,0,1,97.70111150872265,-18.271605692766805,20.38896834261727,0
56169,3.51815165243098,0.742642722381848,25.869894244582024,93.26944101412266,89.9661187641344,87.7144623381969,18.989172328815936,40,133770,65,1,0,0,1,1,0,0,1,91.67217298892332,-11.303701239552595,21.621410907802588,0
56180,3.5455913302210376,0.8467896890668225,26.032475878600156,92.91412726445867,89.61260207227517,87.86001720466432,19.021251605228368,35,133805,64,1,0,0,1,1,0,0,1,94.9784954848427,-19.44029187286689,22.961689729192255,0
56191,3.6431104195148736,0.8565604715785886,25.785507645146463,93.25371876304449,89.547915725125,87.99765843407029,19.05305156504342,23,133828,62,1,0,0,1,1,0,0,1,86.35116553240059,-15.572615118968848,23.28269534321133,0
56202,3.7868153974307273,0.7527729265712783,25.963749386305864,92.69052182375894,90.0185082049525,87.57615610142459,19.08599033243262,19,133847,60,1,0,0,0,1,0,0,1,82.30609438670191,-11.276746520090352,21.789300528055893,0
